po_id,po_number,vendor_key,po_date,expected_date,total_amount,status,received_date,payment_terms,buyer,department_key
4349,PO004349,24,2021-08-17,2021-08-26,330227.25,Completed,2021-09-18,Net 45,Alexander Wright,2
19693,PO019693,27,2021-08-17,2021-08-31,149786.69,Completed,2021-08-26,Net 60,Emily Taylor,1
8872,PO008872,28,2021-08-17,2021-08-26,303237.65,Cancelled,,Net 60,David Smith,8
8774,PO008774,22,2021-08-17,2021-09-23,64020.75,Open,,Net 60,Harper Martin,1
15542,PO015542,43,2021-08-17,2021-09-08,267029.68,Completed,2021-09-13,Net 30,Amelia Wilson,9
18837,PO018837,50,2021-08-17,2021-09-29,303872.02,Completed,2021-09-10,Net 90,David Turner,3
9845,PO009845,42,2021-08-17,2021-09-05,206931.0,Cancelled,,Net 90,Charlie Thomas,6
12253,PO012253,45,2021-08-17,2021-09-17,172648.7,Cancelled,,Net 30,Lily Harris,8
5160,PO005160,6,2021-08-17,2021-09-16,379082.52,Completed,2021-09-17,Net 60,Evelyn Cooper,6
12082,PO012082,16,2021-08-18,2021-09-12,383222.27,Completed,2021-09-23,Net 30,Samuel Thomas,8
10784,PO010784,48,2021-08-18,2021-09-02,401592.63,Completed,2021-09-16,Net 90,Grace Wood,10
16664,PO016664,34,2021-08-18,2021-09-08,116707.33,Cancelled,,Net 30,Charlotte Wood,2
12493,PO012493,1,2021-08-18,2021-08-25,224977.7,Completed,2021-09-28,Net 45,Emma Brown,7
11122,PO011122,1,2021-08-19,2021-09-09,229604.85,Completed,2021-09-10,Net 60,Lily Hall,8
764,PO000764,24,2021-08-19,2021-09-19,419425.25,Completed,2021-09-08,Net 90,Oliver Martin,9
7553,PO007553,25,2021-08-19,2021-08-30,9697.8,Completed,2021-09-02,Net 45,Charlotte Lewis,3
13305,PO013305,21,2021-08-19,2021-10-14,43267.02,Open,,Net 60,Oliver Hall,1
17672,PO017672,39,2021-08-19,2021-09-30,95855.35,Completed,2021-09-10,Net 90,Harper Evans,8
14315,PO014315,43,2021-08-19,2021-09-30,353441.76,Cancelled,,Net 60,Charlie White,1
15520,PO015520,23,2021-08-19,2021-10-06,434878.28,Completed,2021-08-29,Net 45,William Lewis,9
1118,PO001118,50,2021-08-19,2021-09-02,139721.99,Completed,2021-09-06,Net 60,Lily Wilson,3
11032,PO011032,1,2021-08-19,2021-09-07,26722.6,Completed,2021-09-20,Net 60,Oliver Brown,7
15858,PO015858,34,2021-08-19,2021-09-26,36594.83,Completed,2021-09-11,Net 30,Alice Harris,7
3385,PO003385,19,2021-08-20,2021-09-19,217233.46,Cancelled,,Net 30,Harper Turner,3
12440,PO012440,24,2021-08-20,2021-08-27,476883.52,Completed,2021-10-03,Net 60,David Brown,9
2929,PO002929,6,2021-08-20,2021-09-27,427372.44,Completed,2021-09-20,Net 90,Joseph Cooper,7
12058,PO012058,19,2021-08-20,2021-10-09,169284.35,Open,,Net 45,Henry Hughes,4
2164,PO002164,28,2021-08-20,2021-09-03,25292.58,Completed,2021-09-16,Net 30,Ruby Hill,8
3237,PO003237,30,2021-08-20,2021-09-18,90013.34,Partial,,Net 30,Oscar Patel,8
3707,PO003707,11,2021-08-20,2021-09-08,474824.76,Completed,2021-10-03,Net 90,Oscar Patel,9
8659,PO008659,5,2021-08-20,2021-09-04,331384.82,Cancelled,,Net 30,Emma Jones,5
12266,PO012266,15,2021-08-20,2021-10-13,255400.76,Cancelled,,Net 60,Daniel Jones,10
9769,PO009769,31,2021-08-20,2021-10-14,33866.53,Open,,Net 30,Leo Evans,10
5863,PO005863,22,2021-08-21,2021-09-02,378742.1,Partial,,Net 45,Ava Robinson,9
877,PO000877,7,2021-08-21,2021-09-24,179095.11,Completed,2021-09-11,Net 30,Amelia Evans,1
3294,PO003294,19,2021-08-21,2021-10-19,165649.75,Cancelled,,Net 30,Amelia Jackson,10
16645,PO016645,33,2021-08-21,2021-10-10,248134.81,Partial,,Net 60,Joseph Martin,2
6476,PO006476,33,2021-08-21,2021-09-15,119613.27,Cancelled,,Net 45,Harper White,6
634,PO000634,33,2021-08-21,2021-08-30,149574.51,Completed,2021-09-13,Net 90,Emily Roberts,1
2174,PO002174,37,2021-08-21,2021-09-09,159036.65,Cancelled,,Net 30,Samuel Harris,9
12637,PO012637,14,2021-08-21,2021-10-19,104002.88,Partial,,Net 30,Noah White,1
7321,PO007321,42,2021-08-21,2021-09-17,78393.49,Completed,2021-09-27,Net 45,Freya Smith,5
3593,PO003593,37,2021-08-21,2021-10-03,447592.92,Completed,2021-09-19,Net 60,Ruby Davies,2
1994,PO001994,36,2021-08-21,2021-09-14,176429.88,Completed,2021-09-06,Net 45,James Wright,4
16828,PO016828,36,2021-08-21,2021-10-12,183955.97,Completed,2021-10-04,Net 90,Harry Williams,5
3807,PO003807,39,2021-08-22,2021-09-25,445388.69,Completed,2021-09-11,Net 45,Henry White,4
8297,PO008297,40,2021-08-22,2021-09-28,91164.0,Partial,,Net 30,Samuel Martin,8
18432,PO018432,40,2021-08-22,2021-10-14,202855.83,Completed,2021-09-24,Net 45,Ava Green,10
7452,PO007452,48,2021-08-22,2021-10-19,425104.35,Completed,2021-10-04,Net 45,Charlie Taylor,2
8876,PO008876,16,2021-08-22,2021-09-05,229673.58,Open,,Net 60,Isabella Harris,7
12947,PO012947,17,2021-08-22,2021-09-10,6545.89,Completed,2021-09-08,Net 45,Oliver Edwards,6
18409,PO018409,47,2021-08-22,2021-09-28,159523.08,Open,,Net 30,Samuel Turner,2
18453,PO018453,42,2021-08-22,2021-09-29,197041.25,Cancelled,,Net 90,Leo Jones,7
3387,PO003387,32,2021-08-23,2021-10-10,165398.41,Cancelled,,Net 90,Jessica Smith,1
4050,PO004050,22,2021-08-23,2021-09-27,16139.15,Completed,2021-09-20,Net 30,Sophie Turner,4
16434,PO016434,13,2021-08-23,2021-10-11,459414.57,Completed,2021-09-19,Net 60,Jessica Martin,6
10220,PO010220,37,2021-08-23,2021-10-16,4082.41,Completed,2021-08-31,Net 60,Freya Smith,8
1295,PO001295,30,2021-08-23,2021-09-22,350042.76,Cancelled,,Net 90,Harper Turner,2
15377,PO015377,41,2021-08-23,2021-09-17,98397.95,Completed,2021-09-22,Net 45,Benjamin Jackson,5
1653,PO001653,24,2021-08-23,2021-10-10,376624.22,Partial,,Net 60,Jessica Evans,3
9108,PO009108,6,2021-08-23,2021-09-29,2475.65,Open,,Net 45,Matthew Taylor,3
8268,PO008268,5,2021-08-23,2021-10-01,183512.91,Open,,Net 60,Ella Hall,2
3028,PO003028,31,2021-08-23,2021-09-19,342193.05,Completed,2021-10-04,Net 90,Grace Roberts,10
18782,PO018782,50,2021-08-24,2021-10-12,281942.83,Completed,2021-09-19,Net 60,Samuel Thompson,8
18805,PO018805,42,2021-08-24,2021-10-02,157163.87,Completed,2021-09-14,Net 45,William Roberts,9
18329,PO018329,48,2021-08-24,2021-10-14,197513.99,Partial,,Net 90,James Hill,6
13044,PO013044,33,2021-08-24,2021-10-06,126418.56,Completed,2021-10-04,Net 45,Sophie Taylor,3
12383,PO012383,11,2021-08-24,2021-09-09,155007.18,Completed,2021-08-31,Net 90,Charlotte Brown,10
10770,PO010770,8,2021-08-24,2021-10-07,308337.35,Partial,,Net 45,Lily Brown,10
7028,PO007028,12,2021-08-24,2021-10-09,458774.14,Open,,Net 45,James Wood,6
19506,PO019506,36,2021-08-25,2021-09-14,161743.96,Cancelled,,Net 90,Alexander Martin,1
18286,PO018286,32,2021-08-25,2021-09-18,90287.98,Completed,2021-10-05,Net 90,Leo Davies,5
1478,PO001478,44,2021-08-25,2021-09-07,488481.43,Completed,2021-09-29,Net 90,Emily Wilson,7
2511,PO002511,11,2021-08-25,2021-10-18,230475.42,Completed,2021-09-24,Net 45,Mia Hall,4
1223,PO001223,35,2021-08-25,2021-09-11,478647.6,Completed,2021-10-09,Net 90,Thomas Martin,9
9597,PO009597,10,2021-08-25,2021-10-20,28948.7,Completed,2021-09-19,Net 90,Amelia Davies,1
4798,PO004798,10,2021-08-25,2021-10-03,122435.07,Completed,2021-09-10,Net 60,Evelyn Wright,5
9867,PO009867,43,2021-08-25,2021-10-04,266519.88,Open,,Net 60,Samuel Williams,2
2735,PO002735,47,2021-08-25,2021-10-15,346618.13,Partial,,Net 90,Ruby Turner,2
15304,PO015304,19,2021-08-25,2021-10-14,445167.2,Cancelled,,Net 90,Ava Johnson,2
15760,PO015760,39,2021-08-26,2021-10-09,488142.0,Partial,,Net 60,Harry Lewis,8
11989,PO011989,9,2021-08-26,2021-10-08,455959.69,Cancelled,,Net 45,Harper Taylor,8
12847,PO012847,6,2021-08-26,2021-09-05,287761.57,Partial,,Net 30,Henry Roberts,3
9659,PO009659,14,2021-08-26,2021-09-13,142054.54,Completed,2021-09-11,Net 45,David Patel,6
6950,PO006950,33,2021-08-26,2021-09-02,393116.55,Partial,,Net 90,Mia Jackson,5
6951,PO006951,2,2021-08-26,2021-10-22,324379.46,Open,,Net 30,Thomas Harris,1
18420,PO018420,43,2021-08-26,2021-09-17,312924.94,Completed,2021-10-01,Net 60,Sophia Martin,1
15797,PO015797,15,2021-08-26,2021-09-10,159772.68,Completed,2021-09-25,Net 60,Grace Walker,6
19381,PO019381,38,2021-08-26,2021-09-18,184258.41,Completed,2021-09-14,Net 30,Mia Johnson,1
11437,PO011437,50,2021-08-27,2021-10-19,245347.64,Partial,,Net 30,Harper Thomas,10
18058,PO018058,17,2021-08-27,2021-10-21,292501.37,Partial,,Net 90,James Johnson,8
10023,PO010023,26,2021-08-27,2021-09-08,12930.15,Open,,Net 30,Lily Evans,6
837,PO000837,20,2021-08-27,2021-10-02,193573.47,Completed,2021-09-12,Net 30,Emily Williams,3
2844,PO002844,29,2021-08-27,2021-09-22,81555.29,Completed,2021-09-08,Net 60,Sophie Johnson,8
5967,PO005967,37,2021-08-27,2021-09-09,185844.23,Partial,,Net 60,Ruby Cooper,4
11224,PO011224,18,2021-08-27,2021-10-25,169524.53,Completed,2021-10-11,Net 45,Samuel Hill,1
11717,PO011717,2,2021-08-27,2021-09-12,79177.72,Completed,2021-10-07,Net 60,Olivia Taylor,3
729,PO000729,32,2021-08-27,2021-09-29,215436.69,Completed,2021-09-17,Net 60,Noah Lewis,4
11458,PO011458,9,2021-08-27,2021-10-25,352765.5,Cancelled,,Net 90,Sophie Smith,2
17904,PO017904,32,2021-08-28,2021-10-27,491215.1,Partial,,Net 30,Oliver Edwards,1
3319,PO003319,19,2021-08-28,2021-10-10,368223.67,Open,,Net 60,Leo Jones,2
5328,PO005328,18,2021-08-28,2021-09-18,292946.21,Partial,,Net 30,Oliver Walker,3
3007,PO003007,46,2021-08-28,2021-10-26,163161.01,Open,,Net 30,George Walker,8
7065,PO007065,25,2021-08-28,2021-10-10,9430.93,Cancelled,,Net 90,Oliver Thomas,1
8338,PO008338,8,2021-08-28,2021-10-04,53160.73,Partial,,Net 30,Samuel Davies,5
14184,PO014184,17,2021-08-28,2021-09-26,189803.1,Completed,2021-09-13,Net 45,George Brown,10
10180,PO010180,38,2021-08-28,2021-09-17,221778.97,Completed,2021-09-27,Net 30,Thomas Wright,7
926,PO000926,50,2021-08-29,2021-10-18,411624.12,Completed,2021-09-24,Net 60,Charlotte Thomas,4
13878,PO013878,6,2021-08-29,2021-09-14,112285.94,Cancelled,,Net 90,Jessica Green,1
6717,PO006717,20,2021-08-29,2021-10-06,163133.79,Open,,Net 60,Alice Wright,9
15470,PO015470,39,2021-08-29,2021-09-21,404219.04,Cancelled,,Net 90,Sophia Brown,6
4778,PO004778,41,2021-08-29,2021-09-20,312714.62,Partial,,Net 90,Ruby Williams,1
18524,PO018524,12,2021-08-29,2021-09-05,396757.95,Open,,Net 60,Samuel Jackson,7
3405,PO003405,32,2021-08-29,2021-10-22,458929.57,Cancelled,,Net 60,James Patel,7
8759,PO008759,16,2021-08-30,2021-10-19,276198.91,Open,,Net 45,Grace Patel,4
16429,PO016429,29,2021-08-30,2021-10-20,248850.68,Completed,2021-09-12,Net 30,Charlie Brown,10
5271,PO005271,25,2021-08-30,2021-10-05,82707.59,Completed,2021-09-14,Net 30,Emily Roberts,5
17673,PO017673,47,2021-08-30,2021-09-17,460916.28,Cancelled,,Net 45,Lucas White,4
11630,PO011630,48,2021-08-30,2021-10-25,76728.92,Completed,2021-09-12,Net 30,Freya Brown,10
4410,PO004410,48,2021-08-30,2021-09-30,356436.03,Completed,2021-10-03,Net 30,Emma Hughes,3
4584,PO004584,6,2021-08-30,2021-10-20,396626.15,Completed,2021-10-03,Net 60,Ella Jackson,4
1521,PO001521,44,2021-08-30,2021-09-30,158579.96,Cancelled,,Net 45,Daniel Wood,9
14923,PO014923,19,2021-08-30,2021-09-24,93050.89,Completed,2021-10-07,Net 30,Thomas Patel,6
11937,PO011937,36,2021-08-30,2021-10-16,313831.47,Completed,2021-09-15,Net 90,Harry Evans,5
8952,PO008952,31,2021-08-31,2021-10-15,174113.84,Completed,2021-09-09,Net 60,Matthew Wood,2
7895,PO007895,31,2021-08-31,2021-10-07,191146.68,Cancelled,,Net 60,William Wilson,10
4689,PO004689,31,2021-08-31,2021-09-26,2689.71,Partial,,Net 30,Lucas Evans,5
14940,PO014940,16,2021-08-31,2021-10-03,452348.61,Open,,Net 45,Samuel Turner,4
11440,PO011440,34,2021-08-31,2021-10-24,234147.47,Cancelled,,Net 45,Jessica Hughes,7
17599,PO017599,48,2021-08-31,2021-09-22,384311.1,Open,,Net 30,Leo Davies,8
19916,PO019916,8,2021-08-31,2021-10-18,84663.43,Cancelled,,Net 30,Ella Thompson,3
14937,PO014937,23,2021-09-01,2021-10-03,285331.36,Completed,2021-10-16,Net 30,George Taylor,5
6475,PO006475,47,2021-09-01,2021-10-11,296088.94,Completed,2021-09-15,Net 30,Samuel Lewis,7
10597,PO010597,15,2021-09-01,2021-10-30,323939.53,Partial,,Net 90,Freya Martin,10
11796,PO011796,12,2021-09-01,2021-09-14,464249.73,Cancelled,,Net 60,George Wood,3
13376,PO013376,40,2021-09-01,2021-09-30,259302.63,Cancelled,,Net 30,Sophie Smith,8
3277,PO003277,1,2021-09-01,2021-09-23,83692.37,Completed,2021-09-08,Net 30,Lily Robinson,6
11294,PO011294,47,2021-09-01,2021-09-15,321610.52,Open,,Net 30,Jessica Walker,5
15193,PO015193,29,2021-09-02,2021-10-01,62449.3,Cancelled,,Net 30,Jack Brown,6
19180,PO019180,2,2021-09-02,2021-10-28,496535.72,Completed,2021-10-10,Net 90,Ella Jones,8
3445,PO003445,44,2021-09-02,2021-10-02,207874.47,Completed,2021-09-18,Net 90,Emma Roberts,6
9078,PO009078,14,2021-09-02,2021-09-30,201730.22,Completed,2021-10-10,Net 60,William Brown,5
2831,PO002831,9,2021-09-02,2021-09-18,60275.22,Completed,2021-10-16,Net 90,Alexander Patel,7
18625,PO018625,46,2021-09-02,2021-10-21,302642.36,Completed,2021-10-09,Net 60,Daniel Wilson,6
19439,PO019439,32,2021-09-02,2021-10-12,171110.86,Completed,2021-10-05,Net 60,Charlotte Brown,7
3075,PO003075,9,2021-09-02,2021-09-26,349824.5,Partial,,Net 45,Alexander Wilson,1
13223,PO013223,18,2021-09-02,2021-10-28,494922.18,Completed,2021-09-22,Net 30,Lily Jackson,2
8788,PO008788,44,2021-09-02,2021-09-22,421904.07,Partial,,Net 30,Harry Cooper,2
14754,PO014754,41,2021-09-02,2021-09-29,182952.79,Completed,2021-09-15,Net 60,Sophia Jackson,4
5946,PO005946,14,2021-09-03,2021-09-23,151968.71,Cancelled,,Net 90,Samuel Patel,4
3548,PO003548,24,2021-09-03,2021-10-19,71867.13,Completed,2021-09-21,Net 60,Henry Walker,6
12427,PO012427,43,2021-09-03,2021-10-15,5878.91,Completed,2021-10-07,Net 45,James Taylor,2
9056,PO009056,3,2021-09-03,2021-09-28,472152.83,Completed,2021-10-06,Net 30,George Edwards,7
9634,PO009634,28,2021-09-03,2021-09-25,420771.85,Open,,Net 90,Chloe Roberts,2
14843,PO014843,36,2021-09-03,2021-10-05,430391.67,Completed,2021-10-05,Net 90,Emma Wright,9
16759,PO016759,40,2021-09-03,2021-10-22,258953.95,Completed,2021-10-12,Net 60,Chloe Harris,7
17262,PO017262,30,2021-09-03,2021-10-21,308419.77,Open,,Net 45,Olivia Thomas,10
6360,PO006360,15,2021-09-03,2021-10-09,363063.68,Completed,2021-09-22,Net 45,Benjamin Taylor,1
3264,PO003264,4,2021-09-03,2021-09-13,115121.45,Completed,2021-10-18,Net 45,Thomas Johnson,3
8703,PO008703,1,2021-09-04,2021-10-05,409132.01,Completed,2021-09-25,Net 30,Olivia Williams,6
12993,PO012993,3,2021-09-05,2021-10-15,307391.96,Completed,2021-10-08,Net 30,Olivia Johnson,4
14921,PO014921,36,2021-09-05,2021-10-09,487297.63,Completed,2021-09-25,Net 30,Benjamin Roberts,2
9097,PO009097,25,2021-09-05,2021-09-23,304573.41,Completed,2021-09-17,Net 90,Ava Wright,4
3467,PO003467,8,2021-09-05,2021-09-16,164936.49,Cancelled,,Net 45,Henry Wood,2
2291,PO002291,15,2021-09-05,2021-11-02,137598.04,Cancelled,,Net 30,Oliver Jones,3
15854,PO015854,49,2021-09-05,2021-11-01,267403.93,Completed,2021-10-07,Net 90,Matthew Clarke,7
14816,PO014816,43,2021-09-05,2021-10-14,29927.53,Cancelled,,Net 45,Charlotte Hill,3
8926,PO008926,19,2021-09-05,2021-10-29,256662.64,Completed,2021-10-18,Net 60,Henry Martin,9
494,PO000494,32,2021-09-06,2021-09-21,41345.3,Completed,2021-09-13,Net 45,Olivia Jackson,7
6289,PO006289,40,2021-09-06,2021-10-03,303970.68,Completed,2021-09-28,Net 60,Amelia Jackson,7
6063,PO006063,47,2021-09-06,2021-10-19,476180.47,Completed,2021-09-30,Net 30,George Smith,2
1908,PO001908,27,2021-09-06,2021-10-12,154699.79,Cancelled,,Net 45,Charlie Hughes,4
7667,PO007667,20,2021-09-06,2021-09-18,178199.32,Cancelled,,Net 60,Oscar Smith,8
8847,PO008847,44,2021-09-06,2021-09-23,54312.09,Cancelled,,Net 30,Chloe Hughes,10
13634,PO013634,17,2021-09-06,2021-10-03,272550.39,Open,,Net 30,Lucas Cooper,6
1516,PO001516,48,2021-09-07,2021-10-14,469762.17,Open,,Net 60,Matthew Taylor,1
5042,PO005042,41,2021-09-07,2021-10-05,166117.95,Partial,,Net 60,Harry Thomas,1
535,PO000535,6,2021-09-07,2021-10-06,323567.19,Completed,2021-10-08,Net 45,Mia Evans,10
4122,PO004122,47,2021-09-07,2021-10-08,221583.14,Cancelled,,Net 90,Daniel Smith,4
6170,PO006170,1,2021-09-07,2021-10-13,248401.11,Completed,2021-09-30,Net 45,Harper Clarke,6
19353,PO019353,15,2021-09-07,2021-10-05,474217.98,Completed,2021-10-13,Net 60,Ruby Walker,2
4162,PO004162,33,2021-09-08,2021-10-18,268038.08,Completed,2021-10-03,Net 90,Oliver Thomas,5
3363,PO003363,7,2021-09-08,2021-10-18,233719.42,Completed,2021-09-25,Net 60,Freya Martin,8
15731,PO015731,12,2021-09-08,2021-10-14,257858.95,Cancelled,,Net 60,Lucas Harris,2
16225,PO016225,37,2021-09-08,2021-10-19,251648.91,Completed,2021-09-18,Net 45,Lucas Patel,9
13422,PO013422,35,2021-09-08,2021-10-21,34885.53,Cancelled,,Net 60,Harper Evans,9
14254,PO014254,22,2021-09-08,2021-10-24,415649.69,Completed,2021-10-05,Net 90,Amelia Cooper,5
8341,PO008341,24,2021-09-08,2021-09-23,201764.04,Completed,2021-09-21,Net 60,Charlie Patel,5
12963,PO012963,3,2021-09-08,2021-09-24,427136.5,Completed,2021-10-04,Net 60,Charlotte Davies,10
14943,PO014943,4,2021-09-08,2021-10-31,297362.4,Partial,,Net 90,Jack Jones,7
17222,PO017222,47,2021-09-08,2021-09-29,261446.91,Partial,,Net 45,Isabella Taylor,8
7790,PO007790,46,2021-09-08,2021-10-24,468281.28,Partial,,Net 60,Chloe Robinson,7
7467,PO007467,29,2021-09-08,2021-10-11,434761.75,Completed,2021-10-08,Net 45,Chloe Wright,10
3015,PO003015,41,2021-09-08,2021-09-24,16111.44,Partial,,Net 45,Matthew Hughes,7
7038,PO007038,13,2021-09-09,2021-09-16,439191.15,Partial,,Net 60,Alice White,6
8196,PO008196,37,2021-09-09,2021-09-18,159950.61,Open,,Net 30,David Davies,9
8346,PO008346,1,2021-09-09,2021-10-05,106087.68,Completed,2021-10-19,Net 60,Oscar Johnson,10
19632,PO019632,8,2021-09-09,2021-10-02,324712.16,Partial,,Net 30,Jessica Cooper,5
8710,PO008710,25,2021-09-09,2021-10-11,111779.17,Completed,2021-10-22,Net 45,Mia Harris,1
87,PO000087,45,2021-09-09,2021-09-23,189922.64,Open,,Net 45,Ella Turner,9
4071,PO004071,29,2021-09-09,2021-10-29,464600.5,Completed,2021-10-15,Net 90,Harry Turner,7
11924,PO011924,42,2021-09-09,2021-10-27,225452.42,Completed,2021-09-16,Net 30,George Williams,9
3702,PO003702,21,2021-09-09,2021-10-31,473717.84,Completed,2021-10-22,Net 90,Ava Green,3
3320,PO003320,50,2021-09-09,2021-11-01,169149.42,Completed,2021-10-09,Net 60,Noah Hill,4
9594,PO009594,38,2021-09-09,2021-09-27,103679.31,Completed,2021-10-10,Net 60,Ella Evans,5
7176,PO007176,15,2021-09-09,2021-11-02,307124.64,Completed,2021-10-07,Net 60,Mia Smith,3
422,PO000422,46,2021-09-09,2021-10-20,71974.42,Cancelled,,Net 90,Harry Cooper,7
3236,PO003236,20,2021-09-09,2021-10-22,320137.73,Completed,2021-09-19,Net 30,Ava Johnson,3
11897,PO011897,17,2021-09-09,2021-11-07,138947.0,Cancelled,,Net 60,Harper Thompson,7
6921,PO006921,4,2021-09-10,2021-11-04,444939.43,Completed,2021-09-21,Net 90,Alice Roberts,3
19947,PO019947,32,2021-09-10,2021-09-28,391945.59,Completed,2021-10-10,Net 30,Lily Patel,9
7103,PO007103,50,2021-09-10,2021-10-05,434129.77,Completed,2021-09-23,Net 30,Lucas Edwards,2
19617,PO019617,38,2021-09-10,2021-10-18,69881.89,Completed,2021-09-20,Net 45,Charlotte Jackson,1
15033,PO015033,10,2021-09-10,2021-11-02,311313.96,Completed,2021-09-23,Net 45,William Thompson,2
18695,PO018695,28,2021-09-10,2021-10-18,201738.61,Cancelled,,Net 90,Emma Patel,7
2195,PO002195,23,2021-09-10,2021-11-06,10899.35,Completed,2021-10-15,Net 30,Mia Cooper,1
9362,PO009362,2,2021-09-10,2021-10-17,19239.33,Completed,2021-09-24,Net 45,Noah Williams,1
16457,PO016457,22,2021-09-10,2021-10-09,190571.89,Completed,2021-10-08,Net 45,Harper Harris,8
13977,PO013977,47,2021-09-10,2021-10-26,245611.81,Cancelled,,Net 60,Lucas Smith,3
13936,PO013936,36,2021-09-10,2021-10-20,197713.09,Completed,2021-10-16,Net 60,Charlie Jackson,6
14366,PO014366,42,2021-09-11,2021-10-29,290228.67,Completed,2021-09-23,Net 90,Daniel Jackson,4
10652,PO010652,39,2021-09-11,2021-11-05,275407.86,Partial,,Net 60,Olivia Harris,7
15191,PO015191,25,2021-09-11,2021-11-06,138239.1,Cancelled,,Net 45,Alexander Green,6
17066,PO017066,9,2021-09-11,2021-11-02,374014.33,Completed,2021-10-16,Net 60,Noah Martin,1
14248,PO014248,22,2021-09-11,2021-10-25,219519.15,Completed,2021-10-13,Net 90,Charlotte Martin,1
11585,PO011585,31,2021-09-11,2021-10-28,157431.34,Cancelled,,Net 30,Harper Brown,3
7515,PO007515,11,2021-09-11,2021-10-09,178087.02,Completed,2021-10-14,Net 60,Mia Cooper,1
17046,PO017046,28,2021-09-11,2021-09-21,50749.62,Completed,2021-10-25,Net 45,Harry Evans,1
9658,PO009658,39,2021-09-11,2021-11-02,31521.63,Completed,2021-10-07,Net 90,Harry Smith,5
4756,PO004756,40,2021-09-11,2021-09-27,453986.13,Completed,2021-10-05,Net 30,Freya Cooper,9
3303,PO003303,6,2021-09-11,2021-10-11,461894.34,Cancelled,,Net 90,Amelia Patel,6
15288,PO015288,10,2021-09-11,2021-11-09,59553.89,Partial,,Net 30,Samuel Turner,5
7977,PO007977,7,2021-09-11,2021-10-16,101925.65,Cancelled,,Net 60,Matthew Thomas,8
8273,PO008273,21,2021-09-11,2021-09-23,330864.74,Completed,2021-09-20,Net 45,Ruby Wright,8
13171,PO013171,40,2021-09-11,2021-10-04,438205.51,Completed,2021-10-26,Net 60,Freya Green,7
18827,PO018827,38,2021-09-12,2021-10-23,134188.94,Partial,,Net 45,Mia Harris,9
18519,PO018519,15,2021-09-12,2021-10-02,354412.07,Completed,2021-10-14,Net 30,Noah Wright,2
6106,PO006106,20,2021-09-12,2021-11-03,304530.34,Cancelled,,Net 60,Amelia Green,6
12931,PO012931,48,2021-09-12,2021-10-04,459496.9,Completed,2021-10-13,Net 45,Samuel Clarke,4
4982,PO004982,7,2021-09-12,2021-11-11,345793.36,Completed,2021-10-08,Net 30,Isabella Turner,10
9852,PO009852,19,2021-09-12,2021-10-18,423487.15,Partial,,Net 30,Leo Davies,9
6070,PO006070,36,2021-09-13,2021-10-15,468788.2,Completed,2021-09-26,Net 90,Grace Johnson,2
14797,PO014797,39,2021-09-13,2021-10-10,267322.01,Partial,,Net 45,Sophia Johnson,7
19876,PO019876,33,2021-09-13,2021-10-01,60790.58,Partial,,Net 45,Amelia Williams,1
17832,PO017832,40,2021-09-13,2021-09-22,217706.54,Completed,2021-09-24,Net 90,Ruby Evans,8
14599,PO014599,23,2021-09-13,2021-10-09,435776.0,Partial,,Net 30,Ava Thomas,2
15495,PO015495,23,2021-09-13,2021-10-16,62454.74,Completed,2021-10-28,Net 90,Ella Smith,10
13034,PO013034,32,2021-09-13,2021-10-10,61962.52,Partial,,Net 45,Sophie Davies,8
18130,PO018130,4,2021-09-13,2021-11-12,365613.19,Completed,2021-09-21,Net 90,George Williams,3
1127,PO001127,14,2021-09-13,2021-09-24,7493.36,Completed,2021-09-30,Net 45,Freya Evans,4
2918,PO002918,41,2021-09-13,2021-10-18,476391.44,Completed,2021-10-02,Net 60,Emma Roberts,8
17063,PO017063,20,2021-09-13,2021-10-25,168303.15,Completed,2021-10-13,Net 45,Emma Robinson,7
17363,PO017363,19,2021-09-13,2021-10-28,155267.23,Completed,2021-10-19,Net 90,Chloe Evans,9
18815,PO018815,17,2021-09-13,2021-10-24,354633.79,Completed,2021-10-06,Net 30,Harper Jackson,2
2998,PO002998,10,2021-09-13,2021-09-22,346161.46,Completed,2021-10-21,Net 30,Oliver Roberts,8
7195,PO007195,40,2021-09-13,2021-09-27,339551.02,Completed,2021-10-07,Net 30,Emma White,5
17894,PO017894,14,2021-09-13,2021-10-19,319902.24,Completed,2021-09-20,Net 60,Mia Jones,2
13994,PO013994,19,2021-09-13,2021-10-09,90843.66,Completed,2021-10-27,Net 90,Lily Hill,3
11967,PO011967,41,2021-09-13,2021-11-07,146501.7,Completed,2021-10-22,Net 30,Ella Cooper,7
17356,PO017356,42,2021-09-13,2021-10-12,158582.15,Cancelled,,Net 45,Harry Thomas,8
2409,PO002409,29,2021-09-13,2021-10-07,189467.17,Partial,,Net 60,Samuel Hill,8
12988,PO012988,26,2021-09-14,2021-11-10,271029.75,Completed,2021-09-22,Net 60,Grace Williams,3
11917,PO011917,18,2021-09-14,2021-11-04,52056.78,Cancelled,,Net 90,Sophie Green,7
8541,PO008541,20,2021-09-14,2021-11-13,79426.37,Completed,2021-09-27,Net 90,William Green,10
2795,PO002795,2,2021-09-14,2021-11-02,164848.83,Cancelled,,Net 60,George Wilson,4
12459,PO012459,45,2021-09-14,2021-10-21,150666.23,Partial,,Net 60,Leo Turner,4
10655,PO010655,21,2021-09-14,2021-10-22,347316.96,Completed,2021-09-23,Net 30,Mia Hill,10
