quota_id,user_id,rep_name,team,period_start,period_end,quota_amount,quota_type,territory,fiscal_year,fiscal_quarter
QTA00000246,USR000123,Daniel Johnson,Enterprise,2026-02-01,2026-02-28,163045.81,Upsell,Scotland,2026,1
QTA00000247,USR000124,Hazel Young,Consumer,2026-01-01,2026-01-31,48081.88,Revenue,South East,2026,1
QTA00000248,USR000124,Hazel Young,Consumer,2026-02-01,2026-02-28,50753.1,New Business,South East,2026,1
QTA00000249,USR000125,Grace Brown,SMB,2026-01-01,2026-01-31,83823.23,Revenue,North,2026,1
QTA00000250,USR000125,Grace Brown,SMB,2026-02-01,2026-02-28,88480.07,Upsell,North,2026,1
QTA00000251,USR000126,Joshua Mitchell,Consumer,2026-01-01,2026-01-31,53604.71,New Business,North,2026,1
QTA00000252,USR000126,Joshua Mitchell,Consumer,2026-02-01,2026-02-28,56582.75,Renewals,North,2026,1
QTA00000253,USR000127,Amelia Cooper,Partners,2026-01-01,2026-01-31,111204.69,New Business,South East,2026,1
QTA00000254,USR000127,Amelia Cooper,Partners,2026-02-01,2026-02-28,117382.73,New Business,South East,2026,1
QTA00000255,USR000128,Lucas Moore,SMB,2026-01-01,2026-01-31,67371.35,Upsell,North,2026,1
QTA00000256,USR000128,Lucas Moore,SMB,2026-02-01,2026-02-28,71114.2,Renewals,North,2026,1
QTA00000257,USR000129,Jessica Hill,Partners,2026-01-01,2026-01-31,114112.59,Revenue,London,2026,1
QTA00000258,USR000129,Jessica Hill,Partners,2026-02-01,2026-02-28,120452.18,New Business,London,2026,1
QTA00000259,USR000130,George Adams,Partners,2026-01-01,2026-01-31,94207.98,Revenue,Midlands,2026,1
QTA00000260,USR000130,George Adams,Partners,2026-02-01,2026-02-28,99441.75,Upsell,Midlands,2026,1
QTA00000261,USR000131,Luke Ward,Enterprise,2026-01-01,2026-01-31,166191.24,Revenue,London,2026,1
QTA00000262,USR000131,Luke Ward,Enterprise,2026-02-01,2026-02-28,175424.09,Upsell,London,2026,1
QTA00000263,USR000132,Ashley Campbell,Consumer,2026-01-01,2026-01-31,39800.99,Upsell,South East,2026,1
QTA00000264,USR000132,Ashley Campbell,Consumer,2026-02-01,2026-02-28,42012.16,Revenue,South East,2026,1
QTA00000265,USR000133,Riley Davies,Enterprise,2026-01-01,2026-01-31,147821.52,Renewals,North,2026,1
QTA00000266,USR000133,Riley Davies,Enterprise,2026-02-01,2026-02-28,156033.83,Renewals,North,2026,1
QTA00000267,USR000134,Rachel Young,Consumer,2026-01-01,2026-01-31,55300.07,Revenue,Midlands,2026,1
QTA00000268,USR000134,Rachel Young,Consumer,2026-02-01,2026-02-28,58372.3,Revenue,Midlands,2026,1
QTA00000269,USR000135,Michelle Green,Partners,2026-01-01,2026-01-31,91325.76,New Business,North,2026,1
QTA00000270,USR000135,Michelle Green,Partners,2026-02-01,2026-02-28,96399.41,New Business,North,2026,1
QTA00000271,USR000136,Aria Harris,Enterprise,2026-01-01,2026-01-31,144074.93,Renewals,Midlands,2026,1
QTA00000272,USR000136,Aria Harris,Enterprise,2026-02-01,2026-02-28,152079.09,Revenue,Midlands,2026,1
QTA00000273,USR000137,Emma Clark,Enterprise,2026-01-01,2026-01-31,134892.44,Revenue,North,2026,1
QTA00000274,USR000137,Emma Clark,Enterprise,2026-02-01,2026-02-28,142386.46,Revenue,North,2026,1
QTA00000275,USR000138,Robert Hill,Enterprise,2026-01-01,2026-01-31,150630.32,Renewals,London,2026,1
QTA00000276,USR000138,Robert Hill,Enterprise,2026-02-01,2026-02-28,158998.67,Revenue,London,2026,1
QTA00000277,USR000139,Harry Morgan,Enterprise,2026-01-01,2026-01-31,161840.35,Upsell,Midlands,2026,1
QTA00000278,USR000139,Harry Morgan,Enterprise,2026-02-01,2026-02-28,170831.48,New Business,Midlands,2026,1
QTA00000279,USR000140,Jack Martin,Consumer,2026-01-01,2026-01-31,41590.42,Revenue,South East,2026,1
QTA00000280,USR000140,Jack Martin,Consumer,2026-02-01,2026-02-28,43901.0,Revenue,South East,2026,1
QTA00000281,USR000141,Hannah Edwards,Enterprise,2026-01-01,2026-01-31,150527.62,Revenue,London,2026,1
QTA00000282,USR000141,Hannah Edwards,Enterprise,2026-02-01,2026-02-28,158890.27,Upsell,London,2026,1
QTA00000283,USR000142,Isaac Cooper,Consumer,2026-01-01,2026-01-31,53408.86,Revenue,Midlands,2026,1
QTA00000284,USR000142,Isaac Cooper,Consumer,2026-02-01,2026-02-28,56376.02,Upsell,Midlands,2026,1
QTA00000285,USR000143,Dylan Wood,Partners,2026-01-01,2026-01-31,113759.7,New Business,Midlands,2026,1
QTA00000286,USR000143,Dylan Wood,Partners,2026-02-01,2026-02-28,120079.68,New Business,Midlands,2026,1
QTA00000287,USR000144,Victoria Walker,Enterprise,2026-01-01,2026-01-31,129751.2,Revenue,South East,2026,1
QTA00000288,USR000144,Victoria Walker,Enterprise,2026-02-01,2026-02-28,136959.6,Upsell,South East,2026,1
QTA00000289,USR000145,Andrew Evans,SMB,2026-01-01,2026-01-31,71301.01,Revenue,North,2026,1
QTA00000290,USR000145,Andrew Evans,SMB,2026-02-01,2026-02-28,75262.18,New Business,North,2026,1
QTA00000291,USR000146,Ryan Lewis,Enterprise,2026-01-01,2026-01-31,127662.34,New Business,London,2026,1
QTA00000292,USR000146,Ryan Lewis,Enterprise,2026-02-01,2026-02-28,134754.69,Revenue,London,2026,1
QTA00000293,USR000147,Michael Watson,Partners,2026-01-01,2026-01-31,83890.68,Renewals,Wales,2026,1
QTA00000294,USR000147,Michael Watson,Partners,2026-02-01,2026-02-28,88551.28,New Business,Wales,2026,1
QTA00000295,USR000148,Michael Turner,Consumer,2026-01-01,2026-01-31,49946.94,New Business,London,2026,1
QTA00000296,USR000148,Michael Turner,Consumer,2026-02-01,2026-02-28,52721.77,New Business,London,2026,1
QTA00000297,USR000149,Emma Young,Enterprise,2026-01-01,2026-01-31,177607.86,Revenue,Scotland,2026,1
QTA00000298,USR000149,Emma Young,Enterprise,2026-02-01,2026-02-28,187474.96,New Business,Scotland,2026,1
QTA00000299,USR000150,Zoey Lewis,Partners,2026-01-01,2026-01-31,108507.54,Upsell,Midlands,2026,1
QTA00000300,USR000150,Zoey Lewis,Partners,2026-02-01,2026-02-28,114535.73,Revenue,Midlands,2026,1
QTA00000301,USR000151,Lucas Martin,Enterprise,2026-01-01,2026-01-31,128129.19,Revenue,North,2026,1
QTA00000302,USR000151,Lucas Martin,Enterprise,2026-02-01,2026-02-28,135247.48,Revenue,North,2026,1
QTA00000303,USR000152,Benjamin Roberts,Partners,2026-01-01,2026-01-31,97039.95,New Business,London,2026,1
QTA00000304,USR000152,Benjamin Roberts,Partners,2026-02-01,2026-02-28,102431.05,Revenue,London,2026,1
QTA00000305,USR000153,Riley Wilson,Enterprise,2026-01-01,2026-01-31,160557.46,New Business,North,2026,1
QTA00000306,USR000153,Riley Wilson,Enterprise,2026-02-01,2026-02-28,169477.32,Renewals,North,2026,1
QTA00000307,USR000154,Jack Clark,Partners,2026-01-01,2026-01-31,103952.3,Renewals,North,2026,1
QTA00000308,USR000154,Jack Clark,Partners,2026-02-01,2026-02-28,109727.42,Upsell,North,2026,1
QTA00000309,USR000155,John Wright,SMB,2026-01-01,2026-01-31,78634.75,Upsell,Midlands,2026,1
QTA00000310,USR000155,John Wright,SMB,2026-02-01,2026-02-28,83003.35,Renewals,Midlands,2026,1
QTA00000311,USR000156,Alexander Robinson,Enterprise,2026-01-01,2026-01-31,137072.14,Renewals,London,2026,1
QTA00000312,USR000156,Alexander Robinson,Enterprise,2026-02-01,2026-02-28,144687.26,New Business,London,2026,1
QTA00000313,USR000157,Henry Johnson,Enterprise,2026-01-01,2026-01-31,126186.61,Renewals,South East,2026,1
QTA00000314,USR000157,Henry Johnson,Enterprise,2026-02-01,2026-02-28,133196.97,Renewals,South East,2026,1
QTA00000315,USR000158,David Smith,Partners,2026-01-01,2026-01-31,98754.29,Revenue,Midlands,2026,1
QTA00000316,USR000158,David Smith,Partners,2026-02-01,2026-02-28,104240.64,Revenue,Midlands,2026,1
QTA00000317,USR000159,Edward Jackson,Partners,2026-01-01,2026-01-31,91963.93,Revenue,South East,2026,1
QTA00000318,USR000159,Edward Jackson,Partners,2026-02-01,2026-02-28,97073.04,Revenue,South East,2026,1
QTA00000319,USR000160,Andrew Patel,Partners,2026-01-01,2026-01-31,101977.88,Upsell,North,2026,1
QTA00000320,USR000160,Andrew Patel,Partners,2026-02-01,2026-02-28,107643.32,Upsell,North,2026,1
QTA00000321,USR000161,Penelope White,Consumer,2026-01-01,2026-01-31,40396.59,Renewals,South East,2026,1
QTA00000322,USR000161,Penelope White,Consumer,2026-02-01,2026-02-28,42640.84,New Business,South East,2026,1
QTA00000323,USR000162,Grace James,Partners,2026-01-01,2026-01-31,115476.48,Revenue,North,2026,1
QTA00000324,USR000162,Grace James,Partners,2026-02-01,2026-02-28,121891.84,New Business,North,2026,1
QTA00000325,USR000163,Ella Watson,Consumer,2026-01-01,2026-01-31,41406.6,Revenue,Midlands,2026,1
QTA00000326,USR000163,Ella Watson,Consumer,2026-02-01,2026-02-28,43706.97,Revenue,Midlands,2026,1
QTA00000327,USR000164,Elizabeth Wright,Consumer,2026-01-01,2026-01-31,46130.11,Renewals,Scotland,2026,1
QTA00000328,USR000164,Elizabeth Wright,Consumer,2026-02-01,2026-02-28,48692.9,Revenue,Scotland,2026,1
QTA00000329,USR000165,Harper Hughes,Consumer,2026-01-01,2026-01-31,55708.61,New Business,Scotland,2026,1
QTA00000330,USR000165,Harper Hughes,Consumer,2026-02-01,2026-02-28,58803.53,New Business,Scotland,2026,1
QTA00000331,USR000166,Luke Moore,SMB,2026-01-01,2026-01-31,88214.49,New Business,South East,2026,1
QTA00000332,USR000166,Luke Moore,SMB,2026-02-01,2026-02-28,93115.29,New Business,South East,2026,1
QTA00000333,USR000167,Amelia James,Consumer,2026-01-01,2026-01-31,52621.68,New Business,Wales,2026,1
QTA00000334,USR000167,Amelia James,Consumer,2026-02-01,2026-02-28,55545.1,New Business,Wales,2026,1
QTA00000335,USR000168,Charlotte Davies,Enterprise,2026-01-01,2026-01-31,140289.69,Renewals,London,2026,1
QTA00000336,USR000168,Charlotte Davies,Enterprise,2026-02-01,2026-02-28,148083.57,New Business,London,2026,1
QTA00000337,USR000169,Luke Young,Partners,2026-01-01,2026-01-31,87260.91,New Business,North,2026,1
QTA00000338,USR000169,Luke Young,Partners,2026-02-01,2026-02-28,92108.73,Upsell,North,2026,1
QTA00000339,USR000170,Charles Watson,Partners,2026-01-01,2026-01-31,106850.7,Revenue,South East,2026,1
QTA00000340,USR000170,Charles Watson,Partners,2026-02-01,2026-02-28,112786.85,Upsell,South East,2026,1
QTA00000341,USR000171,Harry Davies,Consumer,2026-01-01,2026-01-31,42735.89,New Business,London,2026,1
QTA00000342,USR000171,Harry Davies,Consumer,2026-02-01,2026-02-28,45110.1,New Business,London,2026,1
QTA00000343,USR000172,Nora Phillips,Partners,2026-01-01,2026-01-31,118493.38,Upsell,London,2026,1
QTA00000344,USR000172,Nora Phillips,Partners,2026-02-01,2026-02-28,125076.35,New Business,London,2026,1
QTA00000345,USR000173,Michelle Jackson,Enterprise,2026-01-01,2026-01-31,148403.5,Renewals,North,2026,1
QTA00000346,USR000173,Michelle Jackson,Enterprise,2026-02-01,2026-02-28,156648.14,New Business,North,2026,1
QTA00000347,USR000174,George Davies,SMB,2026-01-01,2026-01-31,88513.27,Revenue,North,2026,1
QTA00000348,USR000174,George Davies,SMB,2026-02-01,2026-02-28,93430.67,New Business,North,2026,1
QTA00000349,USR000175,Sarah Moore,SMB,2026-01-01,2026-01-31,74494.75,Upsell,Scotland,2026,1
QTA00000350,USR000175,Sarah Moore,SMB,2026-02-01,2026-02-28,78633.35,Upsell,Scotland,2026,1
QTA00000351,USR000176,Rachel Clarke,Partners,2026-01-01,2026-01-31,110484.24,New Business,South East,2026,1
QTA00000352,USR000176,Rachel Clarke,Partners,2026-02-01,2026-02-28,116622.26,Upsell,South East,2026,1
QTA00000353,USR000177,Michelle Turner,SMB,2026-01-01,2026-01-31,67800.32,Revenue,North,2026,1
QTA00000354,USR000177,Michelle Turner,SMB,2026-02-01,2026-02-28,71567.0,New Business,North,2026,1
QTA00000355,USR000178,Michael Jackson,Partners,2026-01-01,2026-01-31,85084.38,New Business,Midlands,2026,1
QTA00000356,USR000178,Michael Jackson,Partners,2026-02-01,2026-02-28,89811.29,Revenue,Midlands,2026,1
QTA00000357,USR000179,Owen Adams,Partners,2026-01-01,2026-01-31,100719.83,New Business,Midlands,2026,1
QTA00000358,USR000179,Owen Adams,Partners,2026-02-01,2026-02-28,106315.38,Revenue,Midlands,2026,1
QTA00000359,USR000180,Robert Davies,Enterprise,2026-01-01,2026-01-31,160231.41,New Business,London,2026,1
QTA00000360,USR000180,Robert Davies,Enterprise,2026-02-01,2026-02-28,169133.15,Revenue,London,2026,1
QTA00000361,USR000181,Ella Hill,Consumer,2026-01-01,2026-01-31,54345.16,Renewals,London,2026,1
QTA00000362,USR000181,Ella Hill,Consumer,2026-02-01,2026-02-28,57364.34,Renewals,London,2026,1
QTA00000363,USR000182,Luke Clarke,SMB,2026-01-01,2026-01-31,83776.2,Upsell,North,2026,1
QTA00000364,USR000182,Luke Clarke,SMB,2026-02-01,2026-02-28,88430.44,New Business,North,2026,1
QTA00000365,USR000183,George Scott,Partners,2026-01-01,2026-01-31,99090.73,New Business,London,2026,1
QTA00000366,USR000183,George Scott,Partners,2026-02-01,2026-02-28,104595.77,Upsell,London,2026,1
QTA00000367,USR000184,Luna Brown,Enterprise,2026-01-01,2026-01-31,144954.19,New Business,Scotland,2026,1
QTA00000368,USR000184,Luna Brown,Enterprise,2026-02-01,2026-02-28,153007.2,New Business,Scotland,2026,1
QTA00000369,USR000185,Luke Smith,Enterprise,2026-01-01,2026-01-31,143152.73,Renewals,North,2026,1
QTA00000370,USR000185,Luke Smith,Enterprise,2026-02-01,2026-02-28,151105.66,Revenue,North,2026,1
QTA00000371,USR000186,Harry Roberts,SMB,2026-01-01,2026-01-31,69455.27,Renewals,Wales,2026,1
QTA00000372,USR000186,Harry Roberts,SMB,2026-02-01,2026-02-28,73313.89,New Business,Wales,2026,1
QTA00000373,USR000187,Isaac Scott,Consumer,2026-01-01,2026-01-31,56614.98,Revenue,Scotland,2026,1
QTA00000374,USR000187,Isaac Scott,Consumer,2026-02-01,2026-02-28,59760.25,Revenue,Scotland,2026,1
QTA00000375,USR000188,Nora Walker,Consumer,2026-01-01,2026-01-31,54636.16,Upsell,North,2026,1
QTA00000376,USR000188,Nora Walker,Consumer,2026-02-01,2026-02-28,57671.5,Revenue,North,2026,1
QTA00000377,USR000189,Penelope Clarke,Partners,2026-01-01,2026-01-31,104193.98,Upsell,London,2026,1
QTA00000378,USR000189,Penelope Clarke,Partners,2026-02-01,2026-02-28,109982.53,Upsell,London,2026,1
QTA00000379,USR000190,Thomas Lee,Consumer,2026-01-01,2026-01-31,41549.17,New Business,South East,2026,1
QTA00000380,USR000190,Thomas Lee,Consumer,2026-02-01,2026-02-28,43857.46,Upsell,South East,2026,1
QTA00000381,USR000191,Michael Moore,SMB,2026-01-01,2026-01-31,86231.69,Revenue,North,2026,1
QTA00000382,USR000191,Michael Moore,SMB,2026-02-01,2026-02-28,91022.34,Renewals,North,2026,1
QTA00000383,USR000192,Charles Evans,SMB,2026-01-01,2026-01-31,63723.42,New Business,South East,2026,1
QTA00000384,USR000192,Charles Evans,SMB,2026-02-01,2026-02-28,67263.61,New Business,South East,2026,1
QTA00000385,USR000193,Matthew Clarke,Consumer,2026-01-01,2026-01-31,41163.57,Upsell,London,2026,1
QTA00000386,USR000193,Matthew Clarke,Consumer,2026-02-01,2026-02-28,43450.44,New Business,London,2026,1
QTA00000387,USR000194,Aria Harris,Enterprise,2026-01-01,2026-01-31,127301.19,New Business,Scotland,2026,1
QTA00000388,USR000194,Aria Harris,Enterprise,2026-02-01,2026-02-28,134373.48,Revenue,Scotland,2026,1
QTA00000389,USR000195,Isaac Mitchell,SMB,2026-01-01,2026-01-31,83297.6,Upsell,London,2026,1
QTA00000390,USR000195,Isaac Mitchell,SMB,2026-02-01,2026-02-28,87925.25,Renewals,London,2026,1
QTA00000391,USR000196,Harry Harrison,Partners,2026-01-01,2026-01-31,96692.5,Revenue,London,2026,1
QTA00000392,USR000196,Harry Harrison,Partners,2026-02-01,2026-02-28,102064.3,New Business,London,2026,1
QTA00000393,USR000197,Andrew Wood,Consumer,2026-01-01,2026-01-31,48001.32,Revenue,Midlands,2026,1
QTA00000394,USR000197,Andrew Wood,Consumer,2026-02-01,2026-02-28,50668.06,Renewals,Midlands,2026,1
QTA00000395,USR000198,Alexander Morgan,Partners,2026-01-01,2026-01-31,94433.85,New Business,London,2026,1
QTA00000396,USR000198,Alexander Morgan,Partners,2026-02-01,2026-02-28,99680.18,Revenue,London,2026,1
QTA00000397,USR000199,Nora Taylor,Enterprise,2026-01-01,2026-01-31,152943.83,Upsell,Midlands,2026,1
QTA00000398,USR000199,Nora Taylor,Enterprise,2026-02-01,2026-02-28,161440.71,Revenue,Midlands,2026,1
QTA00000399,USR000200,Matthew Thompson,Partners,2026-01-01,2026-01-31,90069.42,New Business,North,2026,1
QTA00000400,USR000200,Matthew Thompson,Partners,2026-02-01,2026-02-28,95073.28,Renewals,North,2026,1
