employee_id,employee_name,email,department,job_title,job_level,employment_type,hire_date,tenure_years,work_location,work_city,work_type,salary,manager_id,cost_centre,status,gender,age_band,performance_rating,last_promotion_date,training_hours_ytd
EMP0583,Olivia Smith,emp0583@snowtelco.co.uk,Sales - Consumer,Entry Sales Specialist,Entry,Full-time,2025-01-28,1.0,Cardiff Office,Cardiff,Remote,22011.0,EMP0136,CC007,Active,M,18-24,3,,28
EMP0584,Sarah Walker,emp0584@snowtelco.co.uk,Sales - Consumer,Entry Sales Specialist,Entry,Full-time,2021-06-05,4.7,Edinburgh Office,Edinburgh,Remote,23813.0,EMP0322,CC007,Active,Other,25-34,5,2022-08-21,17
EMP0585,Daniel Brown,emp0585@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2016-04-07,9.8,Glasgow Contact Centre,Glasgow,On-site,30607.0,EMP0038,CC003,Active,Other,25-34,3,2019-12-30,25
EMP0586,William Smith,emp0586@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2019-10-05,6.3,London Contact Centre,London,On-site,52131.0,EMP0182,CC003,Notice Period,Other,45-54,4,2023-12-09,45
EMP0587,Olivia Wilson,emp0587@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2016-05-21,9.7,London HQ,London,Hybrid,43422.0,EMP0040,CC002,Active,F,25-34,1,2020-12-02,66
EMP0588,Emily Davies,emp0588@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2019-03-14,6.9,Glasgow Contact Centre,Glasgow,Hybrid,41861.0,EMP0413,CC003,Active,M,35-44,4,2021-04-25,36
EMP0589,Michael Taylor,emp0589@snowtelco.co.uk,Finance,Senior Finance Specialist,Senior,Full-time,2019-04-01,6.8,Manchester Office,Manchester,Hybrid,74112.0,EMP0180,CC004,Active,Other,35-44,3,2024-06-26,0
EMP0590,Charlotte Williams,emp0590@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Part-time,2019-01-18,7.0,SnowTelco Manchester Airport 4,Manchester,On-site,49853.0,EMP0296,CC001,Active,Other,18-24,4,2025-04-25,79
EMP0591,George Smith,emp0591@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2017-01-05,9.1,SnowTelco Plymouth Airport 2,Plymouth,On-site,60941.0,EMP0118,CC001,Active,F,45-54,3,2022-04-07,33
EMP0592,David Wright,emp0592@snowtelco.co.uk,Sales - B2B,Junior Sales Specialist,Junior,Full-time,2021-04-14,4.8,Edinburgh Office,Edinburgh,Remote,33162.0,EMP0485,CC006,On Leave,M,25-34,4,2022-07-20,13
EMP0593,Michael Davies,emp0593@snowtelco.co.uk,Sales - B2B,Mid Sales Specialist,Mid,Full-time,2024-01-16,2.0,London HQ,London,Hybrid,47653.0,EMP0065,CC006,Active,F,25-34,3,2025-08-29,39
EMP0594,Sophie Brown,emp0594@snowtelco.co.uk,Marketing,Entry Marketing Specialist,Entry,Full-time,2024-11-28,1.2,Birmingham Office,Birmingham,On-site,22095.0,EMP0405,CC005,Active,Other,35-44,3,2025-08-13,3
EMP0595,James Roberts,emp0595@snowtelco.co.uk,Sales - B2B,Director of Sales - B2B,Director,Full-time,2018-09-30,7.3,Cardiff Office,Cardiff,Hybrid,112654.0,,CC006,Active,Other,25-34,3,2022-03-06,58
EMP0596,James Johnson,emp0596@snowtelco.co.uk,Sales - B2B,Junior Sales Specialist,Junior,Full-time,2019-11-17,6.2,Edinburgh Office,Edinburgh,Hybrid,32854.0,EMP0214,CC006,Active,Other,35-44,4,2020-12-22,21
EMP0597,Thomas Davies,emp0597@snowtelco.co.uk,Sales - B2B,Senior Sales Specialist,Senior,Full-time,2020-05-08,5.7,Cardiff Office,Cardiff,Remote,61411.0,EMP0046,CC006,Active,M,45-54,4,2022-07-19,30
EMP0598,Charlotte Roberts,emp0598@snowtelco.co.uk,Sales - B2B,Senior Sales Specialist,Senior,Full-time,2024-11-16,1.2,Birmingham Office,Birmingham,On-site,59989.0,EMP0031,CC006,Active,Other,45-54,5,2025-11-12,50
EMP0599,George Wilson,emp0599@snowtelco.co.uk,HR,Mid HR Specialist,Mid,Intern,2021-03-21,4.9,Birmingham Office,Birmingham,Hybrid,54814.0,EMP0323,CC008,On Leave,F,45-54,5,2021-11-07,62
EMP0600,Emma Johnson,emp0600@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2022-01-21,4.0,London Contact Centre,London,Remote,39043.0,EMP0061,CC003,Active,Other,55+,2,2023-07-24,72
EMP0601,Emma Thomas,emp0601@snowtelco.co.uk,Customer Service,Lead Customer Service Specialist,Lead,Full-time,2017-05-18,8.7,London Contact Centre,London,Hybrid,90000.0,EMP0075,CC003,Active,Other,35-44,3,2022-11-27,8
EMP0602,Olivia Jones,emp0602@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2020-05-09,5.7,London HQ,London,On-site,41840.0,EMP0125,CC002,Active,F,25-34,3,2021-01-06,46
EMP0603,Michael White,emp0603@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2022-10-13,3.3,Glasgow Contact Centre,Glasgow,Hybrid,29855.0,EMP0143,CC003,Active,F,25-34,4,2025-07-10,10
EMP0604,Michael Brown,emp0604@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2016-05-11,9.7,London HQ,London,On-site,42116.0,EMP0480,CC002,Active,F,45-54,4,2020-09-28,0
EMP0605,Charlotte Brown,emp0605@snowtelco.co.uk,Finance,Mid Finance Specialist,Mid,Full-time,2016-03-10,9.9,London HQ,London,Remote,41679.0,EMP0194,CC004,Active,F,45-54,5,2025-02-11,21
EMP0606,Amelia Roberts,emp0606@snowtelco.co.uk,Sales - B2B,Mid Sales Specialist,Mid,Part-time,2024-01-03,2.1,Edinburgh Office,Edinburgh,Remote,51106.0,EMP0316,CC006,Active,Other,55+,4,2025-08-03,57
EMP0607,Charlotte Thompson,emp0607@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2024-06-27,1.6,London Contact Centre,London,On-site,33307.0,EMP0242,CC003,Active,F,25-34,4,2025-09-19,63
EMP0608,Harry Jones,emp0608@snowtelco.co.uk,HR,Entry HR Specialist,Entry,Full-time,2022-03-01,3.9,London HQ,London,Hybrid,25579.0,EMP0307,CC008,Active,Other,45-54,3,2023-09-23,35
EMP0609,Sarah Evans,emp0609@snowtelco.co.uk,Marketing,Junior Marketing Specialist,Junior,Part-time,2019-04-23,6.8,Manchester Office,Manchester,Hybrid,36240.0,EMP0051,CC005,Active,F,35-44,4,2021-12-16,55
EMP0610,Olivia Davies,emp0610@snowtelco.co.uk,Retail Operations,Manager of Retail Operations,Manager,Full-time,2021-08-20,4.4,SnowTelco London High 17,London,On-site,98387.0,EMP0032,CC001,Active,F,55+,3,2024-12-30,50
EMP0611,William Taylor,emp0611@snowtelco.co.uk,Facilities,Manager of Facilities,Manager,Full-time,2022-03-06,3.9,London HQ,London,Remote,92368.0,EMP0021,CC013,Active,Other,35-44,5,2025-04-13,65
EMP0612,Daniel Davies,emp0612@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2024-09-29,1.3,Manchester Contact Centre,Manchester,On-site,43169.0,EMP0314,CC003,Active,Other,25-34,4,2025-08-19,10
EMP0613,George Walker,emp0613@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Part-time,2017-04-06,8.8,Glasgow Contact Centre,Glasgow,On-site,38282.0,EMP0440,CC003,Active,F,55+,3,2025-03-05,15
EMP0614,William Thomas,emp0614@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2025-06-03,0.7,SnowTelco Oxford Airport 2,Oxford,On-site,47075.0,EMP0193,CC001,Active,M,18-24,3,,57
EMP0615,Harry Wright,emp0615@snowtelco.co.uk,Executive,Director of Executive,Director,Full-time,2021-12-31,4.1,Edinburgh Office,Edinburgh,Hybrid,111323.0,,CC015,Active,Other,45-54,3,2023-10-03,53
EMP0616,Charlotte White,emp0616@snowtelco.co.uk,Finance,Senior Finance Specialist,Senior,Contract,2023-03-14,2.9,London HQ,London,Hybrid,61548.0,EMP0165,CC004,Active,F,35-44,5,2025-07-29,45
EMP0617,Lucy Walker,emp0617@snowtelco.co.uk,IT,Manager of IT,Manager,Full-time,2025-12-23,0.1,Manchester Office,Manchester,Hybrid,99916.0,EMP0049,CC009,Active,M,35-44,3,,78
EMP0618,David Thompson,emp0618@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2024-02-16,2.0,SnowTelco London Retail 34,London,On-site,48137.0,EMP0141,CC001,Active,F,25-34,1,2025-12-23,65
EMP0619,George Taylor,emp0619@snowtelco.co.uk,Retail Operations,VP of Retail Operations,VP,Full-time,2020-01-25,6.0,SnowTelco Plymouth Airport 3,Plymouth,On-site,175463.0,,CC001,Active,F,18-24,3,2025-05-02,24
EMP0620,Amelia Evans,emp0620@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2020-05-10,5.7,SnowTelco London Train 26,London,On-site,30996.0,EMP0066,CC001,Active,F,55+,3,2024-01-27,33
EMP0621,Harry Evans,emp0621@snowtelco.co.uk,Product Management,Junior Product Management Specialist,Junior,Full-time,2020-07-26,5.5,London HQ,London,On-site,36905.0,EMP0402,CC011,Active,F,25-34,3,2022-07-30,67
EMP0622,Lucy Williams,emp0622@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2024-10-11,1.3,Manchester Contact Centre,Manchester,On-site,49247.0,EMP0444,CC003,Active,F,35-44,3,2025-04-27,40
EMP0623,Charlotte Taylor,emp0623@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2024-06-07,1.6,Manchester Contact Centre,Manchester,Remote,59008.0,EMP0095,CC003,Active,F,25-34,2,2025-04-27,42
EMP0624,George Roberts,emp0624@snowtelco.co.uk,Customer Service,Manager of Customer Service,Manager,Full-time,2025-12-12,0.1,Manchester Contact Centre,Manchester,On-site,110795.0,EMP0047,CC003,Active,F,35-44,3,,18
EMP0625,William Wright,emp0625@snowtelco.co.uk,Supply Chain,Junior Supply Chain Specialist,Junior,Full-time,2020-01-05,6.1,Edinburgh Office,Edinburgh,On-site,35700.0,EMP0356,CC012,Active,Other,25-34,4,2021-07-28,12
EMP0626,Daniel Thomas,emp0626@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2018-01-02,8.1,London Contact Centre,London,Hybrid,37732.0,EMP0243,CC003,Active,F,35-44,3,2024-11-02,34
EMP0627,Charlotte Hall,emp0627@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Full-time,2025-10-15,0.3,Birmingham Office,Birmingham,On-site,24394.0,EMP0012,CC002,Active,M,35-44,4,,54
EMP0628,David Brown,emp0628@snowtelco.co.uk,IT,Manager of IT,Manager,Full-time,2025-10-11,0.3,Cardiff Office,Cardiff,Hybrid,101389.0,EMP0037,CC009,Active,F,55+,2,,42
EMP0629,George Johnson,emp0629@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2021-11-18,4.2,London Contact Centre,London,On-site,70055.0,EMP0106,CC003,Active,F,25-34,3,2023-05-03,23
EMP0630,Daniel White,emp0630@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2020-05-28,5.7,Glasgow Contact Centre,Glasgow,Remote,35747.0,EMP0296,CC003,Active,M,45-54,5,2025-04-06,22
EMP0631,Amelia Wright,emp0631@snowtelco.co.uk,Retail Operations,VP of Retail Operations,VP,Full-time,2019-12-13,6.1,SnowTelco Manchester Shopping 3,Manchester,On-site,163301.0,,CC001,Active,F,55+,4,2021-12-14,21
EMP0632,David Williams,emp0632@snowtelco.co.uk,Network Engineering,Junior Network Engineering Specialist,Junior,Full-time,2022-01-27,4.0,Manchester Office,Manchester,Hybrid,35219.0,EMP0262,CC002,Active,Other,25-34,1,2023-07-02,25
EMP0633,Olivia Smith,emp0633@snowtelco.co.uk,Network Engineering,Junior Network Engineering Specialist,Junior,Full-time,2025-08-05,0.5,Edinburgh Office,Edinburgh,Hybrid,33882.0,EMP0085,CC002,Active,Other,35-44,5,,74
EMP0634,Lucy Brown,emp0634@snowtelco.co.uk,IT,Junior IT Specialist,Junior,Full-time,2021-05-26,4.7,Edinburgh Office,Edinburgh,On-site,30712.0,EMP0200,CC009,Active,M,35-44,3,2023-02-11,67
EMP0635,Daniel Davies,emp0635@snowtelco.co.uk,Customer Service,Entry Customer Service Specialist,Entry,Full-time,2023-08-08,2.5,London Contact Centre,London,On-site,24964.0,EMP0329,CC003,Active,Other,25-34,5,2025-05-02,43
EMP0636,Lucy Walker,emp0636@snowtelco.co.uk,Network Engineering,Junior Network Engineering Specialist,Junior,Full-time,2023-05-30,2.7,Cardiff Office,Cardiff,Remote,28786.0,EMP0345,CC002,Active,Other,55+,3,2023-11-27,77
EMP0637,George Taylor,emp0637@snowtelco.co.uk,Executive,Senior Executive Specialist,Senior,Full-time,2023-05-11,2.7,Cardiff Office,Cardiff,Hybrid,61390.0,EMP0035,CC015,Active,M,35-44,4,2024-09-30,38
EMP0638,David Roberts,emp0638@snowtelco.co.uk,IT,Senior IT Specialist,Senior,Full-time,2020-06-07,5.6,Edinburgh Office,Edinburgh,Remote,71173.0,EMP0038,CC009,Active,Other,25-34,4,2021-02-05,15
EMP0639,Lucy White,emp0639@snowtelco.co.uk,Customer Service,Entry Customer Service Specialist,Entry,Part-time,2018-06-12,7.6,Manchester Contact Centre,Manchester,On-site,25785.0,EMP0150,CC003,Active,M,35-44,3,2020-12-10,20
EMP0640,Emma Hall,emp0640@snowtelco.co.uk,Customer Service,Lead Customer Service Specialist,Lead,Part-time,2020-04-17,5.8,London Contact Centre,London,On-site,72603.0,EMP0093,CC003,Active,M,35-44,4,2025-04-29,58
EMP0641,Amelia Thompson,emp0641@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2021-02-23,4.9,SnowTelco Liverpool Train 4,Liverpool,On-site,44863.0,EMP0259,CC001,Active,M,25-34,5,2023-01-19,18
EMP0642,Emily Hall,emp0642@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2020-11-26,5.2,Glasgow Contact Centre,Glasgow,Hybrid,74881.0,EMP0037,CC003,Active,Other,45-54,5,2023-02-16,38
EMP0643,Lucy Johnson,emp0643@snowtelco.co.uk,Retail Operations,Manager of Retail Operations,Manager,Full-time,2016-12-27,9.1,SnowTelco Leeds Shopping 6,Leeds,On-site,93021.0,EMP0026,CC001,Active,M,25-34,4,2025-03-18,45
EMP0644,Charlotte Wilson,emp0644@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Full-time,2022-10-04,3.3,Edinburgh Office,Edinburgh,Remote,23542.0,EMP0011,CC002,Active,F,25-34,2,2025-05-09,12
EMP0645,Charlotte Evans,emp0645@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2019-06-16,6.6,SnowTelco Reading Retail 2,Reading,On-site,65943.0,EMP0176,CC001,Active,M,45-54,1,2021-12-10,66
EMP0646,William Wright,emp0646@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2023-06-07,2.6,SnowTelco Belfast Airport 4,Belfast,On-site,56605.0,EMP0150,CC001,Active,F,25-34,4,2026-01-19,23
EMP0647,Emily Walker,emp0647@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Contract,2021-02-13,5.0,Manchester Office,Manchester,Hybrid,27631.0,EMP0446,CC002,Active,M,18-24,3,2022-03-18,16
EMP0648,Michael Jones,emp0648@snowtelco.co.uk,HR,Junior HR Specialist,Junior,Full-time,2025-06-11,0.6,Cardiff Office,Cardiff,On-site,35834.0,EMP0192,CC008,Active,M,45-54,4,,60
EMP0649,Amelia Johnson,emp0649@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2020-02-18,5.9,SnowTelco Leeds High 3,Leeds,On-site,70872.0,EMP0171,CC001,Active,F,18-24,3,2022-05-06,39
EMP0650,Sophie Williams,emp0650@snowtelco.co.uk,Retail Operations,Entry Retail Operations Specialist,Entry,Full-time,2023-12-19,2.1,SnowTelco Sheffield Flagship,Sheffield,On-site,22163.0,EMP0379,CC001,Active,M,25-34,3,2025-10-05,2
EMP0651,Daniel Wright,emp0651@snowtelco.co.uk,Retail Operations,Director of Retail Operations,Director,Contract,2019-04-07,6.8,SnowTelco Liverpool Airport 2,Liverpool,On-site,133431.0,,CC001,Active,Other,35-44,3,2021-12-28,35
EMP0652,Michael Brown,emp0652@snowtelco.co.uk,Network Engineering,Senior Network Engineering Specialist,Senior,Contract,2017-12-31,8.1,Manchester Office,Manchester,Remote,65380.0,EMP0121,CC002,Active,M,55+,3,2025-10-09,77
EMP0653,James White,emp0653@snowtelco.co.uk,Network Engineering,Senior Network Engineering Specialist,Senior,Full-time,2017-10-19,8.3,Manchester Office,Manchester,Hybrid,69254.0,EMP0056,CC002,Active,F,35-44,2,2025-03-24,48
EMP0654,Michael Johnson,emp0654@snowtelco.co.uk,Retail Operations,Lead Retail Operations Specialist,Lead,Full-time,2022-03-11,3.9,SnowTelco Coventry Standard,Coventry,On-site,91775.0,EMP0023,CC001,Active,F,25-34,5,2024-01-05,16
EMP0655,Sarah Taylor,emp0655@snowtelco.co.uk,Product Management,Mid Product Management Specialist,Mid,Full-time,2020-03-15,5.9,Edinburgh Office,Edinburgh,Remote,50019.0,EMP0308,CC011,Active,Other,25-34,5,2021-03-02,78
EMP0656,Daniel Walker,emp0656@snowtelco.co.uk,Sales - Consumer,Senior Sales Specialist,Senior,Contract,2023-01-26,3.0,Edinburgh Office,Edinburgh,On-site,70185.0,EMP0193,CC007,Active,F,25-34,4,2023-11-28,12
EMP0657,Michael Thomas,emp0657@snowtelco.co.uk,Sales - Consumer,Manager of Sales - Consumer,Manager,Full-time,2017-07-26,8.5,Manchester Office,Manchester,Remote,93824.0,EMP0045,CC007,Active,F,25-34,4,2022-09-21,73
EMP0658,George Roberts,emp0658@snowtelco.co.uk,Finance,Junior Finance Specialist,Junior,Full-time,2019-01-17,7.0,Cardiff Office,Cardiff,On-site,30277.0,EMP0119,CC004,Active,M,35-44,5,2020-04-06,3
EMP0659,Sophie Davies,emp0659@snowtelco.co.uk,Retail Operations,Entry Retail Operations Specialist,Entry,Full-time,2022-09-19,3.4,SnowTelco London Train 45,London,On-site,22498.0,EMP0289,CC001,Active,F,18-24,3,2025-10-10,9
EMP0660,Michael Johnson,emp0660@snowtelco.co.uk,Finance,Senior Finance Specialist,Senior,Full-time,2024-02-21,1.9,Edinburgh Office,Edinburgh,Remote,58406.0,EMP0196,CC004,Active,Other,45-54,4,2024-09-23,50
EMP0661,Sophie Thompson,emp0661@snowtelco.co.uk,Retail Operations,Entry Retail Operations Specialist,Entry,Full-time,2016-08-01,9.5,SnowTelco Brighton Shopping 3,Brighton,On-site,22445.0,EMP0116,CC001,Active,M,45-54,4,2018-02-17,65
EMP0662,Thomas Davies,emp0662@snowtelco.co.uk,Supply Chain,Mid Supply Chain Specialist,Mid,Full-time,2019-12-29,6.1,Manchester Office,Manchester,Hybrid,49112.0,EMP0266,CC012,Active,Other,35-44,4,2020-07-16,11
EMP0663,Sarah Wright,emp0663@snowtelco.co.uk,Customer Service,Director of Customer Service,Director,Full-time,2017-08-17,8.5,London Contact Centre,London,Hybrid,132461.0,,CC003,Active,M,18-24,5,2021-12-28,80
EMP0664,James Smith,emp0664@snowtelco.co.uk,Executive,Junior Executive Specialist,Junior,Full-time,2019-11-22,6.2,London HQ,London,On-site,30299.0,EMP0264,CC015,Active,M,35-44,3,2025-12-01,2
EMP0665,James Williams,emp0665@snowtelco.co.uk,Legal,Mid Legal Specialist,Mid,Full-time,2022-11-22,3.2,Manchester Office,Manchester,Hybrid,41687.0,EMP0410,CC010,Active,Other,35-44,2,2023-11-11,57
EMP0666,Thomas Walker,emp0666@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2022-10-15,3.3,London Contact Centre,London,Hybrid,48714.0,EMP0363,CC003,Active,F,25-34,3,2025-08-09,35
EMP0667,Thomas Walker,emp0667@snowtelco.co.uk,Marketing,Senior Marketing Specialist,Senior,Full-time,2019-07-05,6.6,Edinburgh Office,Edinburgh,On-site,63539.0,EMP0099,CC005,Active,Other,35-44,2,2020-02-01,74
EMP0668,Michael Wright,emp0668@snowtelco.co.uk,HR,Junior HR Specialist,Junior,Full-time,2022-12-23,3.1,Manchester Office,Manchester,Hybrid,29907.0,EMP0461,CC008,Active,M,25-34,3,2024-11-22,50
EMP0669,Michael Thomas,emp0669@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Intern,2019-02-22,6.9,Glasgow Contact Centre,Glasgow,Hybrid,72239.0,EMP0020,CC003,On Leave,Other,25-34,3,2025-07-20,68
EMP0670,Sarah Williams,emp0670@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Part-time,2025-04-06,0.8,Glasgow Contact Centre,Glasgow,On-site,31266.0,EMP0350,CC003,Active,M,45-54,3,,37
EMP0671,Amelia Roberts,emp0671@snowtelco.co.uk,Sales - Consumer,Senior Sales Specialist,Senior,Part-time,2022-11-02,3.2,London HQ,London,Remote,64101.0,EMP0156,CC007,Active,Other,25-34,4,2025-03-17,30
EMP0672,Harry White,emp0672@snowtelco.co.uk,HR,Mid HR Specialist,Mid,Full-time,2022-12-17,3.1,Birmingham Office,Birmingham,Hybrid,39072.0,EMP0319,CC008,Active,Other,45-54,2,2024-12-17,41
EMP0673,Thomas Roberts,emp0673@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2025-03-11,0.9,Edinburgh Office,Edinburgh,Hybrid,52018.0,EMP0298,CC002,Active,F,25-34,2,,52
EMP0674,Daniel Williams,emp0674@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2020-02-26,5.9,SnowTelco London Shopping 43,London,On-site,28998.0,EMP0470,CC001,Active,Other,45-54,4,2025-11-23,66
EMP0675,Emily Williams,emp0675@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2025-07-17,0.5,London HQ,London,On-site,54799.0,EMP0070,CC002,Active,F,18-24,5,,11
EMP0676,William Wilson,emp0676@snowtelco.co.uk,Supply Chain,Junior Supply Chain Specialist,Junior,Full-time,2025-03-21,0.9,Birmingham Office,Birmingham,Hybrid,35766.0,EMP0451,CC012,Active,M,45-54,3,,32
EMP0677,William Walker,emp0677@snowtelco.co.uk,Supply Chain,Manager of Supply Chain,Manager,Full-time,2018-06-16,7.6,Edinburgh Office,Edinburgh,Hybrid,106071.0,EMP0037,CC012,Active,Other,35-44,4,2021-02-25,29
EMP0678,Lucy White,emp0678@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2021-09-14,4.4,SnowTelco London High 17,London,On-site,38171.0,EMP0485,CC001,Active,F,45-54,3,2025-11-20,42
EMP0679,George Williams,emp0679@snowtelco.co.uk,Executive,Lead Executive Specialist,Lead,Part-time,2023-06-30,2.6,Manchester Office,Manchester,On-site,72241.0,EMP0099,CC015,Active,Other,55+,4,2024-06-09,4
EMP0680,Amelia Walker,emp0680@snowtelco.co.uk,IT,Mid IT Specialist,Mid,Full-time,2021-03-30,4.8,Edinburgh Office,Edinburgh,On-site,48140.0,EMP0147,CC009,Active,F,25-34,2,2025-05-16,27
EMP0681,Thomas Taylor,emp0681@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2018-09-14,7.4,SnowTelco London Shopping 32,London,On-site,33023.0,EMP0346,CC001,Active,F,25-34,4,2024-03-28,73
EMP0682,Thomas Smith,emp0682@snowtelco.co.uk,Security,Junior Security Specialist,Junior,Full-time,2024-10-10,1.3,Cardiff Office,Cardiff,Hybrid,28988.0,EMP0016,CC014,Active,F,45-54,3,2025-05-21,2
EMP0683,Charlotte Smith,emp0683@snowtelco.co.uk,Sales - B2B,Mid Sales Specialist,Mid,Full-time,2017-11-02,8.2,Edinburgh Office,Edinburgh,On-site,53343.0,EMP0229,CC006,Active,Other,25-34,5,2025-07-26,44
EMP0684,George Walker,emp0684@snowtelco.co.uk,IT,Senior IT Specialist,Senior,Full-time,2018-08-16,7.5,Manchester Office,Manchester,Hybrid,60776.0,EMP0145,CC009,Active,Other,55+,4,2024-02-16,14
EMP0685,George Taylor,emp0685@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2024-07-28,1.5,Manchester Contact Centre,Manchester,On-site,30819.0,EMP0268,CC003,Active,Other,55+,4,2025-03-29,6
EMP0686,Lucy Wright,emp0686@snowtelco.co.uk,Retail Operations,Entry Retail Operations Specialist,Entry,Full-time,2023-12-15,2.1,SnowTelco Brighton Standard,Brighton,On-site,27171.0,EMP0419,CC001,Active,F,45-54,2,2025-01-05,54
EMP0687,Emily White,emp0687@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2017-01-31,9.0,SnowTelco Edinburgh Train 4,Edinburgh,On-site,37076.0,EMP0169,CC001,Active,F,25-34,3,2018-12-13,29
EMP0688,William Johnson,emp0688@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2020-04-02,5.8,SnowTelco Sheffield High 2,Sheffield,On-site,33769.0,EMP0296,CC001,Active,Other,35-44,2,2022-09-23,50
EMP0689,Emma Smith,emp0689@snowtelco.co.uk,IT,Entry IT Specialist,Entry,Part-time,2025-10-25,0.3,Cardiff Office,Cardiff,Hybrid,23497.0,EMP0192,CC009,Active,M,18-24,3,,65
EMP0690,James Davies,emp0690@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2019-06-02,6.7,SnowTelco London Airport 21,London,On-site,37772.0,EMP0068,CC001,Active,F,35-44,3,2025-02-17,58
EMP0691,James Smith,emp0691@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Intern,2019-10-05,6.3,Manchester Contact Centre,Manchester,On-site,36516.0,EMP0115,CC003,Active,M,25-34,4,2020-11-08,42
EMP0692,David Taylor,emp0692@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Contract,2016-08-28,9.4,Manchester Contact Centre,Manchester,Hybrid,45868.0,EMP0437,CC003,Active,Other,25-34,4,2021-10-09,51
EMP0693,Emily Thompson,emp0693@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2017-05-05,8.7,Glasgow Contact Centre,Glasgow,On-site,29040.0,EMP0039,CC003,Active,Other,25-34,4,2025-07-31,34
EMP0694,George Hall,emp0694@snowtelco.co.uk,Network Engineering,Lead Network Engineering Specialist,Lead,Full-time,2018-04-16,7.8,Edinburgh Office,Edinburgh,Hybrid,83774.0,EMP0128,CC002,Active,F,45-54,4,2024-11-29,5
EMP0695,Harry Thompson,emp0695@snowtelco.co.uk,Legal,Senior Legal Specialist,Senior,Full-time,2020-03-21,5.9,Manchester Office,Manchester,Remote,67189.0,EMP0011,CC010,Active,F,45-54,4,2021-04-03,74
EMP0696,George Taylor,emp0696@snowtelco.co.uk,Customer Service,Director of Customer Service,Director,Full-time,2017-02-23,8.9,Glasgow Contact Centre,Glasgow,Hybrid,112729.0,,CC003,Active,Other,25-34,3,2018-02-11,62
EMP0697,Olivia White,emp0697@snowtelco.co.uk,Customer Service,Manager of Customer Service,Manager,Contract,2019-11-01,6.2,London Contact Centre,London,Hybrid,114879.0,EMP0007,CC003,Active,M,25-34,3,2025-04-23,79
